timestamp,Irrad,Tair,rain,wind,RH
2017-09-20 0:00,0,25,0,0.1,55
2017-09-20 1:00,0,25,0,0.1,55
2017-09-20 2:00,0,25,0,0.1,55
2017-09-20 3:00,0,25,0,0.1,55
2017-09-20 4:00,0,25,0,0.1,55
2017-09-20 5:00,0,25,0,0.1,55
2017-09-20 6:00,0,25,0,0.1,55
2017-09-20 7:00,0,25,0,0.1,55
2017-09-20 8:00,0,25,0,0.1,55
2017-09-20 9:00,0,25,0,0.1,55
2017-09-20 10:00,0,25,0,0.1,55
2017-09-20 11:00,0,25,0,0.1,55
2017-09-20 12:00,0,25,0,0.1,55
2017-09-20 13:00,130,25,0,0.1,55
2017-09-20 14:00,130,25,0,0.1,55
2017-09-20 15:00,130,25,0,0.1,55
2017-09-20 16:00,130,25,0,0.1,55
2017-09-20 17:00,130,25,0,0.1,55
2017-09-20 18:00,130,25,0,0.1,55
2017-09-20 19:00,130,25,0,0.1,55
2017-09-20 20:00,130,25,0,0.1,55
2017-09-20 21:00,130,25,0,0.1,55
2017-09-20 22:00,130,25,0,0.1,55
2017-09-20 23:00,130,25,0,0.1,55
2017-09-21 0:00,0,25,0,0.1,55
2017-09-21 1:00,0,25,0,0.1,55
2017-09-21 2:00,0,25,0,0.1,55
2017-09-21 3:00,0,25,0,0.1,55
2017-09-21 4:00,0,25,0,0.1,55
2017-09-21 5:00,0,25,0,0.1,55
2017-09-21 6:00,0,25,0,0.1,55
2017-09-21 7:00,0,25,0,0.1,55
2017-09-21 8:00,0,25,0,0.1,55
2017-09-21 9:00,0,25,0,0.1,55
2017-09-21 10:00,0,25,0,0.1,55
2017-09-21 11:00,0,25,0,0.1,55
2017-09-21 12:00,0,25,0,0.1,55
2017-09-21 13:00,130,25,0,0.1,55
2017-09-21 14:00,130,25,0,0.1,55
2017-09-21 15:00,130,25,0,0.1,55
2017-09-21 16:00,130,25,0,0.1,55
2017-09-21 17:00,130,25,0,0.1,55
2017-09-21 18:00,130,25,0,0.1,55
2017-09-21 19:00,130,25,0,0.1,55
2017-09-21 20:00,130,25,0,0.1,55
2017-09-21 21:00,130,25,0,0.1,55
2017-09-21 22:00,130,25,0,0.1,55
2017-09-21 23:00,130,25,0,0.1,55
2017-09-22 0:00,0,25,0,0.1,55
2017-09-22 1:00,0,25,0,0.1,55
2017-09-22 2:00,0,25,0,0.1,55
2017-09-22 3:00,0,25,0,0.1,55
2017-09-22 4:00,0,25,0,0.1,55
2017-09-22 5:00,0,25,0,0.1,55
2017-09-22 6:00,0,25,0,0.1,55
2017-09-22 7:00,0,25,0,0.1,55
2017-09-22 8:00,0,25,0,0.1,55
2017-09-22 9:00,0,25,0,0.1,55
2017-09-22 10:00,0,25,0,0.1,55
2017-09-22 11:00,0,25,0,0.1,55
2017-09-22 12:00,0,25,0,0.1,55
2017-09-22 13:00,130,25,0,0.1,55
2017-09-22 14:00,130,25,0,0.1,55
2017-09-22 15:00,130,25,0,0.1,55
2017-09-22 16:00,130,25,0,0.1,55
2017-09-22 17:00,130,25,0,0.1,55
2017-09-22 18:00,130,25,0,0.1,55
2017-09-22 19:00,130,25,0,0.1,55
2017-09-22 20:00,130,25,0,0.1,55
2017-09-22 21:00,130,25,0,0.1,55
2017-09-22 22:00,130,25,0,0.1,55
2017-09-22 23:00,130,25,0,0.1,55
2017-09-23 0:00,0,25,0,0.1,55
2017-09-23 1:00,0,25,0,0.1,55
2017-09-23 2:00,0,25,0,0.1,55
2017-09-23 3:00,0,25,0,0.1,55
2017-09-23 4:00,0,25,0,0.1,55
2017-09-23 5:00,0,25,0,0.1,55
2017-09-23 6:00,0,25,0,0.1,55
2017-09-23 7:00,0,25,0,0.1,55
2017-09-23 8:00,0,25,0,0.1,55
2017-09-23 9:00,0,25,0,0.1,55
2017-09-23 10:00,0,25,0,0.1,55
2017-09-23 11:00,0,25,0,0.1,55
2017-09-23 12:00,0,25,0,0.1,55
2017-09-23 13:00,130,25,0,0.1,55
2017-09-23 14:00,130,25,0,0.1,55
2017-09-23 15:00,130,25,0,0.1,55
2017-09-23 16:00,130,25,0,0.1,55
2017-09-23 17:00,130,25,0,0.1,55
2017-09-23 18:00,130,25,0,0.1,55
2017-09-23 19:00,130,25,0,0.1,55
2017-09-23 20:00,130,25,0,0.1,55
2017-09-23 21:00,130,25,0,0.1,55
2017-09-23 22:00,130,25,0,0.1,55
2017-09-23 23:00,130,25,0,0.1,55
2017-09-24 0:00,0,25,0,0.1,55
2017-09-24 1:00,0,25,0,0.1,55
2017-09-24 2:00,0,25,0,0.1,55
2017-09-24 3:00,0,25,0,0.1,55
2017-09-24 4:00,0,25,0,0.1,55
2017-09-24 5:00,0,25,0,0.1,55
2017-09-24 6:00,0,25,0,0.1,55
2017-09-24 7:00,0,25,0,0.1,55
2017-09-24 8:00,0,25,0,0.1,55
2017-09-24 9:00,0,25,0,0.1,55
2017-09-24 10:00,0,25,0,0.1,55
2017-09-24 11:00,0,25,0,0.1,55
2017-09-24 12:00,0,25,0,0.1,55
2017-09-24 13:00,130,25,0,0.1,55
2017-09-24 14:00,130,25,0,0.1,55
2017-09-24 15:00,130,25,0,0.1,55
2017-09-24 16:00,130,25,0,0.1,55
2017-09-24 17:00,130,25,0,0.1,55
2017-09-24 18:00,130,25,0,0.1,55
2017-09-24 19:00,130,25,0,0.1,55
2017-09-24 20:00,130,25,0,0.1,55
2017-09-24 21:00,130,25,0,0.1,55
2017-09-24 22:00,130,25,0,0.1,55
2017-09-24 23:00,130,25,0,0.1,55
2017-09-25 0:00,0,25,0,0.1,55
2017-09-25 1:00,0,25,0,0.1,55
2017-09-25 2:00,0,25,0,0.1,55
2017-09-25 3:00,0,25,0,0.1,55
2017-09-25 4:00,0,25,0,0.1,55
2017-09-25 5:00,0,25,0,0.1,55
2017-09-25 6:00,0,25,0,0.1,55
2017-09-25 7:00,0,25,0,0.1,55
2017-09-25 8:00,0,25,0,0.1,55
2017-09-25 9:00,0,25,0,0.1,55
2017-09-25 10:00,0,25,0,0.1,55
2017-09-25 11:00,0,25,0,0.1,55
2017-09-25 12:00,0,25,0,0.1,55
2017-09-25 13:00,130,25,0,0.1,55
2017-09-25 14:00,130,25,0,0.1,55
2017-09-25 15:00,130,25,0,0.1,55
2017-09-25 16:00,130,25,0,0.1,55
2017-09-25 17:00,130,25,0,0.1,55
2017-09-25 18:00,130,25,0,0.1,55
2017-09-25 19:00,130,25,0,0.1,55
2017-09-25 20:00,130,25,0,0.1,55
2017-09-25 21:00,130,25,0,0.1,55
2017-09-25 22:00,130,25,0,0.1,55
2017-09-25 23:00,130,25,0,0.1,55
2017-09-26 0:00,0,25,0,0.1,55
2017-09-26 1:00,0,25,0,0.1,55
2017-09-26 2:00,0,25,0,0.1,55
2017-09-26 3:00,0,25,0,0.1,55
2017-09-26 4:00,0,25,0,0.1,55
2017-09-26 5:00,0,25,0,0.1,55
2017-09-26 6:00,0,25,0,0.1,55
2017-09-26 7:00,0,25,0,0.1,55
2017-09-26 8:00,0,25,0,0.1,55
2017-09-26 9:00,0,25,0,0.1,55
2017-09-26 10:00,0,25,0,0.1,55
2017-09-26 11:00,0,25,0,0.1,55
2017-09-26 12:00,0,25,0,0.1,55
2017-09-26 13:00,130,25,0,0.1,55
2017-09-26 14:00,130,25,0,0.1,55
2017-09-26 15:00,130,25,0,0.1,55
2017-09-26 16:00,130,25,0,0.1,55
2017-09-26 17:00,130,25,0,0.1,55
2017-09-26 18:00,130,25,0,0.1,55
2017-09-26 19:00,130,25,0,0.1,55
2017-09-26 20:00,130,25,0,0.1,55
2017-09-26 21:00,130,25,0,0.1,55
2017-09-26 22:00,130,25,0,0.1,55
2017-09-26 23:00,130,25,0,0.1,55
2017-09-27 0:00,0,25,0,0.1,55
2017-09-27 1:00,0,25,0,0.1,55
2017-09-27 2:00,0,25,0,0.1,55
2017-09-27 3:00,0,25,0,0.1,55
2017-09-27 4:00,0,25,0,0.1,55
2017-09-27 5:00,0,25,0,0.1,55
2017-09-27 6:00,0,25,0,0.1,55
2017-09-27 7:00,0,25,0,0.1,55
2017-09-27 8:00,0,25,0,0.1,55
2017-09-27 9:00,0,25,0,0.1,55
2017-09-27 10:00,0,25,0,0.1,55
2017-09-27 11:00,0,25,0,0.1,55
2017-09-27 12:00,0,25,0,0.1,55
2017-09-27 13:00,130,25,0,0.1,55
2017-09-27 14:00,130,25,0,0.1,55
2017-09-27 15:00,130,25,0,0.1,55
2017-09-27 16:00,130,25,0,0.1,55
2017-09-27 17:00,130,25,0,0.1,55
2017-09-27 18:00,130,25,0,0.1,55
