datetime,assim_c,ddage,mgl,mo,RM,tempRM,RMpr,fgl,fr,fo,fggl,fgr,fgo,GT,available,gr_gl,gr_r,gr_o,gr_dl,wgl,wr,wo,maint,rootd
2017-09-20 16:00:00,-0.0022935929746802407,0.0,0.03,0.0,0.03,0.0023981602983131605,-0.0022935929746802407,0.9200003118641712,0.07999968813582886,0.0,1.3459604562572824,0.11551954966813688,0.0,1.4614800059254194,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,-0.0022935929746802407,0.008500000000000004
2017-09-20 17:00:00,-0.0022935929746802407,0.0,0.03,0.0,0.03,0.0023981602983131605,-0.0022935929746802407,0.920000328536165,0.07999967146383505,0.0,1.3459604806484093,0.1155195255937778,0.0,1.461480006242187,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,-0.0022935929746802407,0.009000000000000005
2017-09-20 18:00:00,-0.0022813839366506348,0.0,0.03,0.0,0.03,0.0023981602983131605,-0.0022813839366506348,0.9200003452930555,0.07999965470694458,0.0,1.3459605051637402,0.11551950139682797,0.0,1.4614800065605682,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,-0.0022813839366506348,0.009500000000000005
2017-09-20 19:00:00,-0.0022813839366506348,0.0,0.03,0.0,0.03,0.0023981602983131605,-0.0022813839366506348,0.9200003621348426,0.07999963786515744,0.0,1.3459605298032749,0.11551947707728734,0.0,1.4614800068805622,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,-0.0022813839366506348,0.010000000000000005
2017-09-20 20:00:00,-0.000950655645058236,0.0,0.03,0.0,0.03,0.0012499999999999998,-0.000950655645058236,0.9200004396349213,0.07999956036507874,0.0,1.34596064318589,0.1155193651671737,0.0,1.4614800083530637,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,-0.000950655645058236,0.010500000000000006
2017-09-20 21:00:00,-0.000950655645058236,0.0,0.03,0.0,0.03,0.0012499999999999998,-0.000950655645058236,0.9200005235315909,0.07999947646840909,0.0,1.3459607659267177,0.11551924402038272,0.0,1.4614800099471004,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,-0.000950655645058236,0.011000000000000006
2017-09-20 22:00:00,-0.000950655645058236,0.0,0.03,0.0,0.03,0.0012499999999999998,-0.000950655645058236,0.9200006138248515,0.0799993861751485,0.0,1.3459608980257578,0.11551911363691443,0.0,1.4614800116626723,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,-0.000950655645058236,0.011500000000000007
2017-09-20 23:00:00,-0.000950655645058236,0.0,0.03,0.0,0.03,0.0012499999999999998,-0.000950655645058236,0.9200007105147031,0.07999928948529694,0.0,1.3459610394830108,0.11551897401676878,0.0,1.4614800134997796,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,-0.000950655645058236,0.012000000000000007
2017-09-21 00:00:00,-0.000950655645058236,0.0,0.03,0.0,0.03,0.0012499999999999998,-0.000950655645058236,0.9200008136011456,0.07999918639885445,0.0,1.345961190298476,0.11551882515994583,0.0,1.461480015458422,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,-0.000950655645058236,0.012500000000000008
2017-09-21 01:00:00,-0.000950655645058236,0.0,0.03,0.0,0.03,0.0012499999999999998,-0.000950655645058236,0.920000923084179,0.079999076915821,0.0,1.345961350472154,0.11551866706644552,0.0,1.4614800175385994,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,-0.000950655645058236,0.013000000000000008
2017-09-21 02:00:00,-0.000950655645058236,0.0,0.03,0.0,0.03,0.0012499999999999998,-0.000950655645058236,0.9200010389638035,0.07999896103619661,0.0,1.3459615200040445,0.1155184997362679,0.0,1.4614800197403124,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,-0.000950655645058236,0.013500000000000009
2017-09-21 03:00:00,-0.000950655645058236,0.0,0.03,0.0,0.03,0.0012499999999999998,-0.000950655645058236,0.9200011612400187,0.07999883875998126,0.0,1.3459616988941474,0.11551832316941293,0.0,1.4614800220635604,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,-0.000950655645058236,0.014000000000000009
2017-09-21 04:00:00,-0.000950655645058236,0.0,0.03,0.0,0.03,0.0012499999999999998,-0.000950655645058236,0.920001289912825,0.07999871008717498,0.0,1.345961887142463,0.11551813736588067,0.0,1.4614800245083437,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,-0.000950655645058236,0.01450000000000001
2017-09-21 05:00:00,-0.000950655645058236,0.0,0.03,0.0,0.03,0.0012499999999999998,-0.000950655645058236,0.9200014249822223,0.07999857501777773,0.0,1.3459620847489913,0.11551794232567103,0.0,1.4614800270746624,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,-0.000950655645058236,0.01500000000000001
2017-09-21 06:00:00,-0.000950655645058236,0.0,0.03,0.0,0.03,0.0012499999999999998,-0.000950655645058236,0.9200015664482105,0.07999843355178954,0.0,1.3459622917137322,0.11551773804878408,0.0,1.4614800297625163,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,-0.000950655645058236,0.01550000000000001
2017-09-21 07:00:00,-0.0022935929746802407,0.0,0.03,0.0,0.03,0.0023981602983131605,-0.0022935929746802407,0.9200016091953689,0.07999839080463113,0.0,1.3459623542528247,0.11551767632188735,0.0,1.461480030574712,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,-0.0022935929746802407,0.01600000000000001
2017-09-21 08:00:00,-0.0022935929746802407,0.0,0.03,0.0,0.03,0.0023981602983131605,-0.0022935929746802407,0.920001652027424,0.07999834797257606,0.0,1.3459624169161215,0.11551761447239982,0.0,1.4614800313885212,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,-0.0022935929746802407,0.01650000000000001
2017-09-21 09:00:00,-0.0022935929746802407,0.0,0.03,0.0,0.03,0.0023981602983131605,-0.0022935929746802407,0.9200016949443757,0.07999830505562434,0.0,1.3459624797036216,0.11551755250032154,0.0,1.4614800322039432,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,-0.0022935929746802407,0.01700000000000001
2017-09-21 10:00:00,-0.0022935929746802407,0.0,0.03,0.0,0.03,0.0023981602983131605,-0.0022935929746802407,0.9200017379462241,0.07999826205377597,0.0,1.3459625426153259,0.1155174904056525,0.0,1.4614800330209783,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,-0.0022935929746802407,0.017500000000000012
