date,DAP,fname,ti_value,leaf_cnt,temp,init_leaf_count,leaf_incr_count,GDD,tempRate,est_inc_leaf,temp1
2021-12-30,55,C31_L02_01_05_003,18.77777778,15,18,6,9,715,55,12.25255047,18
2022-01-10,0,C31_L02_01_05_003,19.52173913,4,19,4,0,0,0,1.28549969,
2022-01-17,7,C31_L02_01_05_003,19.8,4,19,4,0,98,6.979567029,2.059464308,
2021-10-15,0,C47_L02_001,25,4,25,4,0,0,0,1.28549969,
2021-10-22,7,C47_L02_001,19,7,19,4,3,98,6.979567029,2.059464308,
2021-11-05,14,C47_L02_001,17,11,17,4,7,168,13.95433546,2.827503341,
2021-11-26,0,C47_L02_001,19.57142857,6,19,6,0,0,0,1.28549969,
2021-12-03,7,C47_L02_001,20.21428571,8,20,6,2,105,6.922723841,2.127573534,
2021-12-10,14,C47_L02_001,19.75,11,19,6,5,196,13.95913406,3.190990516,
2021-12-17,21,C47_L02_001,20.5,12,20,6,6,315,20.76817152,5.091892401,
2021-12-20,24,C47_L02_001,19.66666667,13,19,6,7,336,23.9299441,5.480090718,
2022-01-05,0,C47_L02_001,21,5,21,5,0,0,0,1.28549969,21
2022-01-12,7,C47_L02_001,18.45,8,18,5,3,91,7,1.993197827,18
2022-01-19,14,C47_L02_001,18.69230769,9,18,5,4,182,14,3.005130187,18
2021-11-26,0,C47_L02_002,19.54545455,6,19,6,0,0,0,1.28549969,
2021-12-03,7,C47_L02_002,20.16666667,8,20,6,2,105,6.922723841,2.127573534,
2021-12-10,14,C47_L02_002,19.64285714,11,19,6,5,196,13.95913406,3.190990516,
2021-12-17,21,C47_L02_002,20.5,12,20,6,6,315,20.76817152,5.091892401,
2021-12-20,24,C47_L02_002,19.55555556,12,19,6,6,336,23.9299441,5.480090718,
2022-01-05,0,C47_L02_002,21.33333333,5,21,5,0,0,0,1.28549969,21
2022-01-12,7,C47_L02_002,18.5,7,18,5,2,91,7,1.993197827,18
2022-01-19,14,C47_L02_002,19.07692308,8,19,5,3,196,13.95913406,3.190990516,
2021-10-15,0,C47_L02_003,24.30769231,4,24,4,0,0,0,1.28549969,24
2021-10-22,7,C47_L02_003,19.33333333,6,19,4,2,98,6.979567029,2.059464308,
2021-10-29,14,C47_L02_003,18,8,18,4,4,182,14,3.005130187,18
2021-11-05,21,C47_L02_003,17,11,17,4,7,252,20.93150318,4.016379349,
2021-11-26,0,C47_L02_003,19.54545455,5,19,5,0,0,0,1.28549969,
2021-12-03,7,C47_L02_003,20.16666667,8,20,5,3,105,6.922723841,2.127573534,
2021-12-10,14,C47_L02_003,19.69230769,10,19,5,5,196,13.95913406,3.190990516,
2021-12-17,21,C47_L02_003,20.53846154,11,20,5,6,315,20.76817152,5.091892401,
2021-12-20,24,C47_L02_003,19.6,12,19,5,7,336,23.9299441,5.480090718,
2022-01-05,0,C47_L02_003,21.33333333,5,21,5,0,0,0,1.28549969,21
2022-01-12,7,C47_L02_003,18.59090909,8,18,5,3,91,7,1.993197827,18
2022-01-19,14,C47_L02_003,19.23076923,10,19,5,5,196,13.95913406,3.190990516,
2021-10-15,0,C47_L02_004,24.15384615,5,24,5,0,0,0,1.28549969,24
2021-10-22,7,C47_L02_004,19.33333333,7,19,5,2,98,6.979567029,2.059464308,
2021-10-29,14,C47_L02_004,20.75,10,20,5,5,210,13.84544768,3.385101834,
2021-11-05,21,C47_L02_004,19,12,19,5,7,294,20.93870109,4.717566111,
2021-11-26,0,C47_L02_004,19.57142857,6,19,6,0,0,0,1.28549969,
2021-12-03,7,C47_L02_004,20.54545455,8,20,6,2,105,6.922723841,2.127573534,
2021-12-10,14,C47_L02_004,19.69230769,11,19,6,5,196,13.95913406,3.190990516,
2021-12-17,21,C47_L02_004,21.125,11,21,6,5,336,20.5068711,5.480090718,21
2021-12-20,24,C47_L02_004,19.6,12,19,6,6,336,23.9299441,5.480090718,
2022-01-05,0,C47_L02_004,21.33333333,5,21,5,0,0,0,1.28549969,21
2022-01-12,7,C47_L02_004,18.83333333,7,18,5,2,91,7,1.993197827,18
2022-01-19,14,C47_L02_004,18.72727273,9,18,5,4,182,14,3.005130187,18
2021-10-15,0,C47_L02_005,24.18181818,4,24,4,0,0,0,1.28549969,24
2021-10-22,7,C47_L02_005,19.22222222,7,19,4,3,98,6.979567029,2.059464308,
2021-10-29,14,C47_L02_005,18,10,18,4,6,182,14,3.005130187,18
2021-11-26,0,C47_L02_005,19.57142857,6,19,6,0,0,0,1.28549969,
2021-12-03,7,C47_L02_005,20.41666667,8,20,6,2,105,6.922723841,2.127573534,
2021-12-10,14,C47_L02_005,19.66666667,11,19,6,5,196,13.95913406,3.190990516,
2021-12-17,21,C47_L02_005,20.61538462,12,20,6,6,315,20.76817152,5.091892401,
2021-12-20,24,C47_L02_005,19.42857143,12,19,6,6,336,23.9299441,5.480090718,
2022-01-05,0,C47_L02_005,22,5,22,5,0,0,0,1.28549969,
2022-01-12,7,C47_L02_005,18.76470588,7,18,5,2,91,7,1.993197827,18
2022-01-19,14,C47_L02_005,19.07692308,9,19,5,4,196,13.95913406,3.190990516,
2021-10-15,0,C47_L02_006,24.08333333,4,24,4,0,0,0,1.28549969,24
2021-10-22,7,C47_L02_006,18.5,6,18,4,2,91,7,1.993197827,18
2021-10-29,14,C47_L02_006,21,9,21,4,5,224,13.6712474,3.587434022,21
2021-11-26,0,C47_L02_006,19.5,6,19,6,0,0,0,1.28549969,
2021-12-03,7,C47_L02_006,20.30769231,8,20,6,2,105,6.922723841,2.127573534,
2021-12-10,14,C47_L02_006,19.64285714,11,19,6,5,196,13.95913406,3.190990516,
2021-12-17,21,C47_L02_006,20.55555556,12,20,6,6,315,20.76817152,5.091892401,
2021-12-20,24,C47_L02_006,19,13,19,6,7,336,23.9299441,5.480090718,
2022-01-05,0,C47_L02_006,21,5,21,5,0,0,0,1.28549969,21
2022-01-12,7,C47_L02_006,18.6875,8,18,5,3,91,7,1.993197827,18
2022-01-19,14,C47_L02_006,18.84615385,10,18,5,5,182,14,3.005130187,18
